"id","seccion","subseccion","fecha_radar","tipo_radar","titulo_radar","estado_radar","estado_carga","titulo_en_supabase","repite_fuente_de","codigos_dof","fuentes","linea_radar","nota"
"RAD-090","12.5 CFE","","4 ago 2026","Decreto","Transparencia proactiva de filiales de CFE","Vigente desde 5 ago; criterios y publicación pendientes conforme a transitorios","FALTA EN CATALOGO","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=04082026-VES.pdf&repo=","1654","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-091","12.5 CFE","","19 ago 2026","Disposiciones generales","Adquisiciones, arrendamientos, servicios y obras de la CFE","Publicadas; vigentes desde 20 ago 2026","FALTA EN CATALOGO","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=19082026-MAT.pdf&repo=","1655","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-092","12.5 CFE","","Consulta permanente","Portal","Información corporativa, transmisión, distribución y suministro","En operación","PORTAL O COLECCION","","","","https://www.cfe.mx/","1656","No equivale a un instrumento individual; seleccionar documentos concretos."
"RAD-093","12.6 PEMEX e IMP","","4 mar 2024","Aviso","Modificaciones a su Estatuto Orgánico","Antecedente","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5718916","https://sidof.segob.gob.mx/notas/5718916","1664","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-094","12.6 PEMEX e IMP","","5 abr 2024","Aviso","Modificación a su Estatuto Orgánico","Antecedente","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5722453","https://sidof.segob.gob.mx/notas/5722453","1665","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-095","12.6 PEMEX e IMP","","10 sep 2024","Estatuto orgánico","Estatuto del Instituto Mexicano del Petróleo","**Abrogado a partir del 28 ago 2026**","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5738636","https://sidof.segob.gob.mx/notas/5738636","1666","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-096","12.6 PEMEX e IMP","","13 mar 2025","Manual","Manual de Organización General","Vigente","FALTA EN CATALOGO","","","5751783","https://sidof.segob.gob.mx/notas/5751783","1667","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-097","12.6 PEMEX e IMP","","18 mar 2025","Ley","Ley de la Empresa Pública del Estado, PEMEX","Vigente","FALTA EN CATALOGO","","","5752329","https://sidof.segob.gob.mx/notas/5752329","1668","Extraer esta ley por separado del decreto que expidió ocho leyes."
"RAD-098","12.6 PEMEX e IMP","","30 may 2025","Aviso","Estatuto Orgánico de PEMEX","Consultar versión y aviso posterior","FALTA EN CATALOGO","","","5758825","https://sidof.segob.gob.mx/notas/5758825","1669","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-099","12.6 PEMEX e IMP","","12 sep 2025","Aviso","Estatuto Orgánico de PEMEX","Último aviso localizado","FALTA EN CATALOGO","","","5767860","https://sidof.segob.gob.mx/notas/5767860","1670","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-100","12.6 PEMEX e IMP","","3 dic 2025","Reglamento","Ley de la Empresa Pública del Estado, PEMEX","Vigente","FALTA EN CATALOGO","","RAD-017","5775017","https://sidof.segob.gob.mx/notas/5775017","1671","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-101","12.6 PEMEX e IMP","","4 ago 2026","Decreto","Transparencia proactiva de filiales de PEMEX","Vigente desde 5 ago; criterios y publicación pendientes conforme a transitorios","FALTA EN CATALOGO","","RAD-090","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=04082026-VES.pdf&repo=","1672","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-102","12.6 PEMEX e IMP","","10 jun 2026","Aviso / programa","Programa Institucional Estratégico IMP 2026-2030","Publicado por aviso","FALTA EN CATALOGO","","","5790183","https://sidof.segob.gob.mx/notas/5790183","1673","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-103","12.6 PEMEX e IMP","","27 ago 2026","Estatuto orgánico","Estatuto Orgánico del Instituto Mexicano del Petróleo","Publicado; vigente desde el 28 ago 2026","FALTA EN CATALOGO","","","5797266","https://sidof.segob.gob.mx/notas/5797266","1674","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-104","12.6 PEMEX e IMP","","Consulta permanente","Portal","Información corporativa y normativa","En operación","PORTAL O COLECCION","","","","https://www.pemex.com/","1675","No equivale a un instrumento individual; seleccionar documentos concretos."
"RAD-105","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","12 ene 2024","Acuerdo A/080/2023","Regularización en cesión de permisos de estaciones de servicio","Vigente/transitorio","FALTA EN CATALOGO","","","5714262","https://sidof.segob.gob.mx/notas/5714262","1683","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-106","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","26 ene 2024","Acuerdo","Importadores y cumplimiento de NOM-016-CRE-2016, calidad de petrolíferos","Vigente/transitorio","FALTA EN CATALOGO","","","5715317","https://sidof.segob.gob.mx/notas/5715317","1684","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-107","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","31 ene 2024","Acuerdo","Modificación del Reglamento Interno de la CNH","Antecedente; CNH extinguida","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5715670","https://sidof.segob.gob.mx/notas/5715670","1685","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-108","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","19 feb 2024","Acuerdo A/066/2023","Herramienta EnerGeoCRE para estaciones de petrolíferos y gas LP","Transición institucional","FALTA EN CATALOGO","","","5717263","https://sidof.segob.gob.mx/notas/5717263","1686","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-109","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","27 feb 2024","DACG","Participación cruzada en hidrocarburos","Vigente/transitorio","FALTA EN CATALOGO","","","5718108","https://sidof.segob.gob.mx/notas/5718108","1687","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-110","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","22 may 2024","Modificación","Seguros mínimos en transporte, almacenamiento, distribución y expendio","Vigente/modificado","FALTA EN CATALOGO","","","5727975","https://sidof.segob.gob.mx/notas/5727975","1688","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-111","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","16 ago 2024","Acuerdo A/60/2024","Laboratorios extranjeros y equivalencia NOM-016-CRE-2016","Vigente/transitorio","FALTA EN CATALOGO","","","5736461","https://sidof.segob.gob.mx/notas/5736461","1689","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-112","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","30 ago 2024","Acuerdo A/089/2024","Regularización por cambio de marca/productos en estaciones","Acto de regularización","FALTA EN CATALOGO","","","5737709","https://sidof.segob.gob.mx/notas/5737709","1690","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-113","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","30 ago 2024","Acuerdo A/090/2024","Regularización de obligaciones de estaciones de petrolíferos, gas natural y gas LP","Ampliado en 2025","FALTA EN CATALOGO","","","5737710","https://sidof.segob.gob.mx/notas/5737710","1691","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-114","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","20 dic 2024","Lineamientos","Construcción y mantenimiento de pozos","Vigente/transitorio","FALTA EN CATALOGO","","","5745908","https://sidof.segob.gob.mx/notas/5745908","1692","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-115","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","28 ene 2025","Acuerdo","Simplificación en exploración y extracción","Transición institucional","FALTA EN CATALOGO","","","5747885","https://sidof.segob.gob.mx/notas/5747885","1693","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-116","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","29 ene 2025","Acuerdo A/169/2024","Amplía vigencia del programa de regularización A/090/2024","Acto temporal","FALTA EN CATALOGO","","","5748017","https://sidof.segob.gob.mx/notas/5748017","1694","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-117","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","7 mar 2025","Acuerdo","Registro de plantas de gas LP y estaciones de gasolinas/diésel/gas LP","Vigente","FALTA EN CATALOGO","","","5751221","https://sidof.segob.gob.mx/notas/5751221","1695","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-118","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","24 mar 2025","Lineamientos","Investigación, desarrollo tecnológico e innovación en hidrocarburos","Vigente","FALTA EN CATALOGO","","","5752674","https://sidof.segob.gob.mx/notas/5752674","1696","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-119","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","6 may 2025","Modificación","Expendio simultáneo de petrolíferos y/o gas natural","Vigente","FALTA EN CATALOGO","","","5756445","https://sidof.segob.gob.mx/notas/5756445","1697","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-120","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","6 may 2025","Modificación","Transporte terrestre por ductos de petróleo, petrolíferos y petroquímicos","Vigente","FALTA EN CATALOGO","","","5756444","https://sidof.segob.gob.mx/notas/5756444","1698","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-121","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","21 may 2025","Modificación","Instalaciones de licuefacción de gas natural","Vigente","FALTA EN CATALOGO","","","5757818","https://sidof.segob.gob.mx/notas/5757818","1699","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-122","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","11 jul 2025","Simplificación","Permiso de expendio al público en estación de petrolíferos","Vigente con formato posterior","FALTA EN CATALOGO","","","5762728","https://sidof.segob.gob.mx/notas/5762728","1700","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-123","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","1 sep 2025","NOM-020-ASEA-2024","Transporte de gas natural por ductos terrestres","Vigente","FALTA EN CATALOGO","","","5767026","https://sidof.segob.gob.mx/notas/5767026","1701","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-124","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","2 sep 2025","NOM-019-ASEA-2024","Instalaciones de procesamiento de gas natural","Vigente","FALTA EN CATALOGO","","","5767064","https://sidof.segob.gob.mx/notas/5767064","1702","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-125","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","23 sep 2025","DACG","Balizado y GPS de transporte/distribución de petrolíferos, gas LP y petroquímicos","Modificado 3 dic 2025","FALTA EN CATALOGO","","","5768321","https://sidof.segob.gob.mx/notas/5768321","1703","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-126","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","3 oct 2025","NOM de emergencia","Transporte de gas LP","Prorrogada 1 abr 2026","FALTA EN CATALOGO","","","5769160","https://sidof.segob.gob.mx/notas/5769160","1704","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-127","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","6 oct 2025","Formato","Solicitud simplificada para estaciones de petrolíferos","Vigente","FALTA EN CATALOGO","","","5769306","https://sidof.segob.gob.mx/notas/5769306","1705","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-128","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","3 dic 2025","Modificación","Balizado y GPS","Integra el texto aplicable","FALTA EN CATALOGO","","","5775029","https://sidof.segob.gob.mx/notas/5775029","1706","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-129","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","11 dic 2025","Acuerdo","Casos fortuitos y fuerza mayor en contratos de exploración y extracción","Vigente","FALTA EN CATALOGO","","","5775808","https://sidof.segob.gob.mx/notas/5775808","1707","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-130","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","24 dic 2025","Programa","Regularización extraordinaria de instalaciones de gasolinas y gas LP","Acto temporal","FALTA EN CATALOGO","","","5777046","https://sidof.segob.gob.mx/notas/5777046","1708","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-131","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","20 ene 2026","Acuerdo","Deja parcialmente insubsistente metodología anterior de precios máximos de gas LP","Sustituida por nueva metodología","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5778484","https://sidof.segob.gob.mx/notas/5778484","1709","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-132","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","21 ene 2026","Metodología","Precios máximos de gas LP a usuario final","Vigente","FALTA EN CATALOGO","","","5778559","https://sidof.segob.gob.mx/notas/5778559","1710","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-133","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","12 mar 2026","Acuerdo/formatos","Actualización de parque vehicular en petrolíferos, gas LP y petroquímicos","Vigente","FALTA EN CATALOGO","","","5782061","https://sidof.segob.gob.mx/notas/5782061","1711","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-134","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","1 abr 2026","Prórroga","NOM-EM-006-ASEA-2025, transporte de gas LP","Prorrogada seis meses","FALTA EN CATALOGO","","","5783846","https://sidof.segob.gob.mx/notas/5783846","1712","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-135","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","30 abr 2026","Programa","PRONAGAS: ordenamiento de instalaciones de gasolinas y gas LP","Vigente","FALTA EN CATALOGO","","","5786354","https://sidof.segob.gob.mx/notas/5786354","1713","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-136","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","12 jun 2026","Programa institucional","Programa Institucional CENAGAS 2026-2030","Publicado","FALTA EN CATALOGO","","","5790453","https://sidof.segob.gob.mx/notas/5790453","1714","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-137","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","14 ago 2026","Convocatoria","Renovación de representantes de personas usuarias y usuarias finales del Comité Consultivo del SISTRANGAS","Recepción hasta 18 sep 2026; resultados a más tardar 2 oct 2026","FALTA EN CATALOGO","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=14082026-MAT.pdf&repo=","1715","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-138","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","13 jul 2026","Oficio de autorización","Montos por tres productos y 22 aprovechamientos de servicios de ASEA","Referencia operativa; no modifica la arquitectura sectorial","FALTA EN CATALOGO","","","5793380","https://sidof.segob.gob.mx/notas/5793380","1716","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-139","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","11 ago 2026","Acuerdo / programa temporal","Registro de instalaciones con despacho para autoconsumo de petrolíferos sin permiso","Vigente; inscripción hasta 31 dic 2026; la constancia no constituye permiso","FALTA EN CATALOGO","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=11082026-MAT.pdf&repo=","1717","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-140","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","7 sep 2026","Plan","Plan de Desarrollo del Sector Hidrocarburos (PLADESHi)","Publicado y vigente; instrumento rector con escenarios 2025-2039","FALTA EN CATALOGO","","RAD-048","5798065","https://sidof.segob.gob.mx/notas/5798065","1718","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-141","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","","Consulta permanente","Portal","SISTRANGAS, capacidad e información institucional","En operación","PORTAL O COLECCION","","","","https://www.gob.mx/cenagas","1719","No equivale a un instrumento individual; seleccionar documentos concretos."
"RAD-142","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","24 jul 2024","Convocatoria NOM-015-ASEA-2023","Descompresión de gas natural comprimido","","FALTA EN CATALOGO","","","5734389","https://sidof.segob.gob.mx/notas/5734389","1725","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-143","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","30 jul 2024","Convocatoria NOM-018-ASEA-2023","Plantas de distribución de gas LP","","FALTA EN CATALOGO","","","5734780","https://sidof.segob.gob.mx/notas/5734780","1726","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-144","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","14 ago 2024","Convocatoria NOM-017-ASEA-2023","Instalaciones de almacenamiento de gas LP","","FALTA EN CATALOGO","","","5736163","https://sidof.segob.gob.mx/notas/5736163","1727","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-145","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","25 sep 2024","Convocatoria NOM-011-ASEA-2019","Bodegas de distribución y expendio de gas LP","","FALTA EN CATALOGO","","","5739627","https://sidof.segob.gob.mx/notas/5739627","1728","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-146","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","17 jul 2025","Convocatoria","Terceros para dictamen de taponamiento de pozos","","FALTA EN CATALOGO","","","5763176","https://sidof.segob.gob.mx/notas/5763176","1729","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-147","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","23 dic 2025","Convocatoria NOM-019-ASEA-2024","Procesamiento de gas natural","","FALTA EN CATALOGO","","","5776908","https://sidof.segob.gob.mx/notas/5776908","1730","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-148","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","23 dic 2025","Convocatoria NOM-020-ASEA-2024","Transporte de gas natural por ductos","","FALTA EN CATALOGO","","","5776907","https://sidof.segob.gob.mx/notas/5776907","1731","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-149","12.7 Hidrocarburos: CNH, CNE, CENAGAS y ASEA","Normas y convocatorias ASEA de almacenamiento y gas para seguimiento","7 sep 2026","Consulta pública PROY-NOM-030-ASEA-2026","Distribución de gas LP mediante auto-tanque y vehículo de reparto; proyecto sujeto a 60 días naturales de comentarios","","FALTA: PROYECTO O CONSULTA","","","5798063","https://sidof.segob.gob.mx/notas/5798063","1732","No clasificar como NOM definitiva; comprobar estatus antes de cargar."
"RAD-150","12.8 CONUEE, eficiencia energética y transición","","11 jun 2024","Manual","Manual de Organización General","Vigente/transitorio","FALTA EN CATALOGO","","","5730078","https://sidof.segob.gob.mx/notas/5730078","1738","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-151","12.8 CONUEE, eficiencia energética y transición","","10 sep 2024","DACG","Electromovilidad e infraestructura de carga","Vigente/transitorio","FALTA EN CATALOGO","","RAD-064","5738646","https://sidof.segob.gob.mx/notas/5738646","1739","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-152","12.8 CONUEE, eficiencia energética y transición","","12 mar 2025","DACG","Eficiencia en inmuebles, flotas e instalaciones industriales APF 2025","Aplicación 2025","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","","5751673","https://sidof.segob.gob.mx/notas/5751673","1740","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-153","12.8 CONUEE, eficiencia energética y transición","","28 abr 2025","NOM-004-ENER-2025","Conjuntos motor-bomba y motobombas","Vigente","FALTA EN CATALOGO","","","5755989","https://sidof.segob.gob.mx/notas/5755989","1741","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-154","12.8 CONUEE, eficiencia energética y transición","","29 abr 2025","NOM-011-ENER-2025","Aire acondicionado central, paquete o dividido","Vigente","FALTA EN CATALOGO","","","5756076","https://sidof.segob.gob.mx/notas/5756076","1742","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-155","12.8 CONUEE, eficiencia energética y transición","","2 jun 2025","NOM-014-ENER-2025","Motores monofásicos","Vigente","FALTA EN CATALOGO","","","5758923","https://sidof.segob.gob.mx/notas/5758923","1743","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-156","12.8 CONUEE, eficiencia energética y transición","","19 ago 2025","NOM-016-ENER-2025","Motores trifásicos","Vigente","FALTA EN CATALOGO","","","5765860","https://sidof.segob.gob.mx/notas/5765860","1744","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-157","12.8 CONUEE, eficiencia energética y transición","","20 ago 2025","NOM-035-ENER-2025","Aire acondicionado unitario","Vigente","FALTA EN CATALOGO","","","5766188","https://sidof.segob.gob.mx/notas/5766188","1745","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-158","12.8 CONUEE, eficiencia energética y transición","","4 nov 2025","NOM-036-ENER/SE-2025","Estufas de leña, eficiencia y seguridad","Vigente","FALTA EN CATALOGO","","","5771767","https://sidof.segob.gob.mx/notas/5771767","1746","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-159","12.8 CONUEE, eficiencia energética y transición","","11 dic 2025","Reglas de operación","Comité Consultivo Nacional de Normalización de Transición Energética","Vigente","FALTA EN CATALOGO","","","5775809","https://sidof.segob.gob.mx/notas/5775809","1747","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-160","12.8 CONUEE, eficiencia energética y transición","","12 mar 2026","Acuerdo","Simplificación de trámites","Vigente","FALTA EN CATALOGO","","","5782060","https://sidof.segob.gob.mx/notas/5782060","1748","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-161","12.8 CONUEE, eficiencia energética y transición","","11 sep 2026","Disposiciones reglamentarias","Catálogo de Equipos y Aparatos, reporte de consumo y formatos","Vigentes desde el 12 sep 2026; sustituyen catálogo de 2023 y formatos de 2020","FALTA EN CATALOGO","","","5798667","https://sidof.segob.gob.mx/notas/5798667","1749","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-162","12.8 CONUEE, eficiencia energética y transición","","14 sep 2026","Proyectos NOM","PROY-NOM-007-ENER-2026 y PROY-NOM-013-ENER-2026, eficiencia de alumbrado","En consulta por 60 días naturales; aún no vigentes como NOM","FALTA: PROYECTO O CONSULTA","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=14092026-MAT.pdf&repo=","1750","No clasificar como NOM definitiva; comprobar estatus antes de cargar."
"RAD-163","12.8 CONUEE, eficiencia energética y transición","","27 mar 2026","Proyectos NOM","Lavadoras comerciales, microondas y calentadores eléctricos","En consulta al corte","FALTA: PROYECTO O CONSULTA","","","5783447 ; 5783448 ; 5783449","https://sidof.segob.gob.mx/notas/5783447 ; https://sidof.segob.gob.mx/notas/5783448 ; https://sidof.segob.gob.mx/notas/5783449","1751","No clasificar como NOM definitiva; comprobar estatus antes de cargar."
"RAD-164","12.8 CONUEE, eficiencia energética y transición","","23 jun 2026","Proyectos NOM","Calentadores solares y ventiladores","En consulta al corte","FALTA: PROYECTO O CONSULTA","","","5791368 ; 5791369","https://sidof.segob.gob.mx/notas/5791368 ; https://sidof.segob.gob.mx/notas/5791369","1752","No clasificar como NOM definitiva; comprobar estatus antes de cargar."
"RAD-165","12.8 CONUEE, eficiencia energética y transición","","23 jul 2026","NOM-022-ENER/SE-2025","Refrigeración comercial autocontenida: eficiencia, seguridad, pruebas y etiquetado","Publicada; entrada en vigor en 180 días naturales","FALTA EN CATALOGO","","","5794525","https://sidof.segob.gob.mx/notas/5794525","1753","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-166","12.8 CONUEE, eficiencia energética y transición","","26 ago 2026","Suplemento de programa de normalización","Modificación de la NOM-002-SEDE/ENER-2014 para transformadores de distribución","Inscrita por primera vez; modificación aún no publicada","FALTA EN CATALOGO","","","","https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=26082026-MAT.pdf&repo=","1754","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-167","12.8 CONUEE, eficiencia energética y transición","","Consulta permanente","Portal","Normas, programas y herramientas","En operación","PORTAL O COLECCION","","","","https://www.gob.mx/conuee","1755","No equivale a un instrumento individual; seleccionar documentos concretos."
"RAD-168","12.9 LitioMx, INEEL, IMP e ININ","","24 jul 2026","Aviso / programa","Programa Institucional de Litio para México 2026-2030","Publicado","FALTA EN CATALOGO","","","5794681","https://sidof.segob.gob.mx/notas/5794681","1761","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-169","12.9 LitioMx, INEEL, IMP e ININ","","17 sep 2024","Aviso","Manual de Organización General","Publicado por aviso","FALTA EN CATALOGO","","","5739127","https://sidof.segob.gob.mx/notas/5739127","1762","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-170","12.9 LitioMx, INEEL, IMP e ININ","","10 sep 2024","Estatuto","Estatuto Orgánico","**Abrogado a partir del 28 ago 2026**","FALTA: ANTECEDENTE O EFECTOS LIMITADOS","","RAD-095","5738636","https://sidof.segob.gob.mx/notas/5738636","1763","Conservar estado histórico y cotejar relación con el instrumento posterior."
"RAD-171","12.9 LitioMx, INEEL, IMP e ININ","","13 mar 2025","Manual","Manual de Organización General","Vigente","FALTA EN CATALOGO","","RAD-096","5751783","https://sidof.segob.gob.mx/notas/5751783","1764","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-172","12.9 LitioMx, INEEL, IMP e ININ","","1 abr 2026","Aviso / programa","Programa Institucional ININ 2026-2030","Actualizado posteriormente","FALTA EN CATALOGO","","","5783849","https://sidof.segob.gob.mx/notas/5783849","1765","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-173","12.9 LitioMx, INEEL, IMP e ININ","","1 jun 2026","Programa","Programa Institucional INEEL 2026-2030","Vigente","FALTA EN CATALOGO","","","5789107","https://sidof.segob.gob.mx/notas/5789107","1766","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
"RAD-174","12.9 LitioMx, INEEL, IMP e ININ","","10 jun 2026","Aviso / programa","Programa Institucional Estratégico IMP 2026-2030","Vigente","FALTA EN CATALOGO","","RAD-102","5790183","https://sidof.segob.gob.mx/notas/5790183","1767","Referencia del radar; cotejar fuente completa y vigencia antes de procesar."
